dataset/algo,abalone,anneal,arrhythmia,audiology,autos,balance-scale,baseball,braziltourism,breast-cancer,breast-w,bridges_version1,bridges_version2,car,cmc,colic,colic.ORIG,credit-a,credit-g,cylinder-bands,dermatology,diabetes,ecoli,glass,haberman,hayes-roth_test,hayes-roth_train,heart-c,heart-h,heart-statlog,hepatitis,hypothyroid,ionosphere,iris,kr-vs-kp,kropt,labor,letter,liver-disorders,lung-cancer,lymph,molecular-biology_promoters,monks-problems-1_test,monks-problems-1_train,monks-problems-2_test,monks-problems-2_train,monks-problems-3_test,monks-problems-3_train,mushroom,nursery,optdigits,page-blocks,pendigits,postoperative-patient-data,primary-tumor,satimage,segment,shuttle-landing-control,sick,solar-flare_1,solar-flare_2,sonar,soybean,spambase,spectf_test,spectf_train,spect_test,spect_train,splice,tae,tic-tac-toe,vehicle,vote,vowel,waveform-5000,yeast,zoo
SMO-C-1-Polynomial-E-1.0,0.252254,0.973486,0.703645,0.818584,0.712195,0.875276,0.941045,0.779126,0.69314,0.969753,0.67619,0.695238,0.937803,0.482107,0.825052,0.741848,0.849275,0.75181,0.816667,0.953552,0.773438,0.840703,0.558523,0.72798,0.484694,0.541486,0.839698,0.826531,0.839859,0.850999,0.935906,0.88604,0.96,0.95551,0.435552,0.888054,0.823462,0.582609,0.40625,0.864865,0.933962,0.75,0.83871,0.671296,0.586644,1,0.934426,1,0.931026,0.983291,0.929133,0.979696,0.677778,0.470712,0.867574,0.930736,0.511111,0.938633,0.702344,0.751094,0.759615,0.93753,0.904141,0.795539,0.763095,0.914438,0.67381,0.934498,0.532639,0.983299,0.745638,0.96092,0.717172,0.866733,0.571172,0.960396
SMO-C-1.0-Polynomial-E-1,0.252254,0.973486,0.703645,0.818584,0.712195,0.875276,0.941045,0.779126,0.69314,0.969753,0.67619,0.695238,0.937803,0.482107,0.825052,0.741848,0.849275,0.75181,0.816667,0.953552,0.773438,0.840703,0.558523,0.72798,0.484694,0.541486,0.839698,0.826531,0.839859,0.850999,0.935906,0.88604,0.96,0.95551,0.435558,0.888054,0.823462,0.582609,0.40625,0.864865,0.933962,0.75,0.83871,0.671296,0.586391,1,0.934426,1,0.931026,0.983291,0.929133,0.979696,0.677778,0.470712,0.867652,0.930736,0.511111,0.938633,0.702344,0.751094,0.759615,0.93753,0.904141,0.795539,0.763095,0.914438,0.67381,0.934498,0.532639,0.983299,0.745638,0.96092,0.717172,0.866733,0.571172,0.960396
SMO-C-1.0-Polynomial-E-1.0,0.252254,0.973426,0.703842,0.818182,0.712638,0.875564,0.941045,0.779126,0.69342,0.969567,0.675324,0.694372,0.937763,0.482318,0.825222,0.742342,0.848946,0.7515,0.817088,0.953925,0.77332,0.840368,0.558624,0.728015,0.483766,0.541667,0.839784,0.826686,0.840067,0.85132,0.935903,0.885651,0.960303,0.95547,0.435565,0.889952,0.823475,0.582477,0.40625,0.863944,0.933962,0.75,0.83871,0.671296,0.586644,1,0.934426,1,0.930997,0.983298,0.929065,0.979705,0.677778,0.470712,0.867807,0.930697,0.511111,0.938639,0.702344,0.751094,0.760708,0.937242,0.904112,0.795539,0.763095,0.914438,0.67381,0.934184,0.532811,0.983299,0.745541,0.960711,0.716391,0.866564,0.571172,0.960396
SMO-C-1.0-Polynomial-E-2,0.259325,0.994432,0.65708,0.814159,0.780488,0.915276,0.940298,0.758784,0.660839,0.962804,0.685714,0.659411,0.992477,0.498626,0.758152,0.774457,0.855417,0.71,0.857407,0.959016,0.770771,0.863095,0.627948,0.738718,0.515306,0.595599,0.828383,0.822967,0.803704,0.806145,0.935818,0.906526,0.959365,0.995307,0.816062,0.894737,0.883419,0.593099,0.375,0.858108,0.933962,1,1,1,0.666864,1,0.877049,1,0.999691,0.987384,0.937485,0.994451,0.591534,0.410311,0.893701,0.946712,0.533333,0.954186,0.715465,0.735505,0.822115,0.929722,0.815692,0.789166,0.7,0.880316,0.725,0.963838,0.549354,0.998956,0.803783,0.949425,0.973737,0.858095,0.588435,0.970297
SMO-C-1.0-Polynomial-E-3,0.261774,0.992205,0.659292,0.792035,0.770732,0.907657,0.93806,0.746764,0.674825,0.952858,0.657143,0.657143,1,0.497721,0.779891,0.782091,0.821739,0.719095,0.857407,0.959016,0.773376,0.858277,0.652871,0.745098,0.440476,0.616162,0.732673,0.780693,0.796296,0.819355,0.938229,0.868946,0.939365,0.996558,0.898003,0.894737,0.933071,0.603865,0.4375,0.851351,0.924528,1,1,1,0.656805,1,0.868852,1,0.999691,0.989816,0.941514,0.99536,0.578307,0.40708,0.780241,0.962771,0.533333,0.959085,0.721509,0.734701,0.845696,0.929722,0.699196,0.784564,0.7,0.887701,0.7,0.968966,0.548723,0.997912,0.838286,0.954023,0.993939,0.81461,0.582916,0.940594
SMO-C-1.0-RBF-G-0.1,0.233988,0.957313,0.669195,0.747788,0.634146,0.905448,0.920149,0.771845,0.750749,0.967096,0.586848,0.618594,0.958003,0.475156,0.836957,0.746636,0.855072,0.76481,0.749647,0.964481,0.759797,0.75496,0.463285,0.735294,0.482993,0.521645,0.835455,0.806122,0.833333,0.847312,0.925478,0.91453,0.946984,0.970677,0.692486,0.894737,0.779143,0.57971,0.400298,0.835264,0.67026,0.928241,0.790323,0.671296,0.621302,0.972222,0.934426,1,0.998225,0.989146,0.917665,0.985349,0.711111,0.440371,0.865319,0.9,0.6,0.938759,0.739643,0.752881,0.826923,0.947291,0.874385,0.795539,0.766071,0.919786,0.725,0.65583,0.515295,0.97286,0.673872,0.956322,0.413805,0.861295,0.448274,0.919378
SMO-C-1.0-RBF-G-0.2,0.244497,0.973274,0.65413,0.756637,0.686644,0.890819,0.923134,0.771845,0.748085,0.969957,0.612245,0.637641,0.968171,0.493583,0.845109,0.730331,0.86087,0.759,0.761376,0.909836,0.775732,0.775794,0.527592,0.735294,0.527211,0.549062,0.850856,0.795918,0.818519,0.855807,0.928508,0.931624,0.96,0.982478,0.790362,0.912281,0.81421,0.57971,0.40625,0.831081,0.490566,1,0.870968,0.671296,0.598256,0.997685,0.934426,1,0.999768,0.991654,0.925217,0.990357,0.711111,0.464532,0.780241,0.917522,0.596825,0.938759,0.733746,0.750737,0.841346,0.935508,0.892837,0.795539,0.775,0.919786,0.7125,0.624695,0.51088,0.985386,0.719689,0.956322,0.503752,0.864895,0.522943,0.940594
SMO-C-1.0-RBF-G-0.3,0.25577,0.975501,0.609144,0.738938,0.68734,0.904076,0.927043,0.769903,0.735265,0.969957,0.605442,0.571429,0.976852,0.484919,0.82337,0.689699,0.86087,0.753905,0.761993,0.669139,0.779948,0.797477,0.542501,0.735294,0.506803,0.566017,0.848185,0.806122,0.818519,0.855607,0.932081,0.934473,0.953333,0.9903,0.828256,0.912281,0.836313,0.57971,0.40625,0.824002,0.481132,1,0.895161,0.671296,0.587667,1,0.934426,1,0.999846,0.992705,0.929107,0.992653,0.711111,0.457508,0.885692,0.923975,0.6,0.938759,0.718413,0.747253,0.855769,0.894513,0.903597,0.795539,0.785714,0.919786,0.73631,0.615517,0.536739,0.988518,0.733367,0.963218,0.561616,0.8664,0.543929,0.938237
SMO-C-1.0-RBF-G-0.4,0.254393,0.976615,0.578487,0.685841,0.687805,0.9088,0.928358,0.769417,0.734599,0.969957,0.580952,0.552381,0.98319,0.471891,0.796196,0.682065,0.866667,0.739048,0.733333,0.418683,0.769035,0.810658,0.578771,0.735294,0.469388,0.585858,0.851485,0.796242,0.811464,0.843871,0.932902,0.931624,0.96,0.990613,0.845951,0.898079,0.852381,0.57971,0.40625,0.803089,0.481132,1,0.911674,0.671296,0.573683,1,0.934426,1,0.999846,0.991993,0.930786,0.993718,0.700529,0.444726,0.889814,0.92783,0.6,0.938759,0.71517,0.745466,0.873626,0.743777,0.909265,0.795539,0.775,0.903489,0.76131,0.613564,0.546831,0.987474,0.734775,0.965517,0.614622,0.865267,0.558144,0.940594
SMO-C-1.0-RBF-G-0.5,0.256037,0.974388,0.559524,0.637589,0.702439,0.9088,0.932587,0.767799,0.723776,0.972818,0.561905,0.512018,0.984926,0.463001,0.741848,0.671196,0.862319,0.723667,0.667196,0.352719,0.771949,0.835459,0.570093,0.735294,0.47449,0.593795,0.838284,0.795918,0.803704,0.849155,0.932689,0.948718,0.959683,0.990926,0.851196,0.86132,0.865617,0.57971,0.40625,0.790863,0.481132,1,0.918587,0.668981,0.55565,1,0.934036,1,0.999846,0.991866,0.931812,0.994537,0.679365,0.419019,0.893624,0.934632,0.596825,0.938759,0.694235,0.740056,0.865385,0.662413,0.912845,0.795539,0.7625,0.898905,0.739881,0.61154,0.548723,0.987723,0.748227,0.963218,0.654209,0.86521,0.564915,0.940594
SMO-C-1.0-RBF-G-1,0.258855,0.967016,0.542035,0.505268,0.638792,0.9088,0.930881,0.761443,0.695804,0.971388,0.420862,0.422222,0.935075,0.447224,0.663043,0.668478,0.847826,0.702048,0.577778,0.311475,0.777344,0.87415,0.640632,0.72798,0.561225,0.704545,0.808581,0.792517,0.796296,0.806452,0.932043,0.94302,0.953333,0.985309,0.422239,0.77193,0.903909,0.594341,0.40625,0.617761,0.481132,1,0.892857,0.668981,0.575092,1,0.894223,1,0.994044,0.987189,0.944916,0.99533,0.677778,0.391768,0.903577,0.942383,0.587302,0.938368,0.669026,0.71576,0.878892,0.427665,0.923964,0.795008,0.775,0.907054,0.725,0.565796,0.536424,0.658714,0.756388,0.94023,0.765127,0.865781,0.586253,0.832154
SMO-C-1.0-RBF-G-10,0.273306,0.876339,0.542035,0.388116,0.6,0.879467,0.906716,0.762136,0.695804,0.95422,0.419048,0.419048,0.700231,0.48201,0.663043,0.663043,0.750794,0.702,0.577778,0.306011,0.75403,0.880952,0.710057,0.727357,0.428571,0.768759,0.67311,0.772433,0.685714,0.793548,0.933192,0.885362,0.96,0.522215,0.422239,0.684211,0.97353,0.664182,0.40625,0.560811,0.622642,0.592593,0.675115,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.170251,0.954139,0.986631,0.666667,0.365642,0.780241,0.959472,0.6,0.958099,0.606958,0.69606,0.58402,0.265007,0.928287,0.795362,0.671429,0.928699,0.64881,0.525705,0.615579,0.653445,0.743499,0.818391,0.986869,0.632343,0.599057,0.405941
SMO-C-1.0-RBF-G-2,0.271403,0.951002,0.542035,0.431311,0.61928,0.904,0.914925,0.765141,0.695804,0.972818,0.419048,0.419048,0.700231,0.437203,0.665761,0.668478,0.804348,0.700143,0.577778,0.311475,0.770833,0.877976,0.684691,0.734049,0.534013,0.829726,0.766463,0.792517,0.789242,0.781259,0.931601,0.94302,0.966667,0.971959,0.422239,0.714285,0.938363,0.678951,0.40625,0.560811,0.509434,1,0.859063,0.671296,0.621302,1,0.824746,0.999877,0.941432,0.927622,0.946725,0.995819,0.666667,0.365642,0.780241,0.948238,0.593651,0.940072,0.606811,0.699953,0.833333,0.276441,0.927624,0.803859,0.753571,0.908836,0.661905,0.527273,0.537055,0.653445,0.758809,0.843678,0.915104,0.8606,0.595815,0.466761
SMO-C-1.0-RBF-G-20,0.277812,0.83853,0.542035,0.393173,0.604878,0.8672,0.906716,0.759825,0.695804,0.941481,0.419048,0.419048,0.700231,0.492096,0.654891,0.663043,0.694479,0.702,0.577778,0.306011,0.736607,0.875,0.687139,0.730625,0.459184,0.761184,0.626591,0.744898,0.628924,0.793548,0.933722,0.666667,0.96,0.522215,0.422239,0.665832,0.974975,0.665839,0.40625,0.547297,0.471698,0.592593,0.692012,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.109837,0.95359,0.947082,0.666667,0.365642,0.780241,0.954545,0.6,0.962316,0.606811,0.696201,0.533654,0.265007,0.921321,0.795539,0.525,0.92768,0.65,0.525705,0.589089,0.653445,0.715243,0.818391,0.989755,0.3384,0.602041,0.405941
SMO-C-1.0-RBF-G-3,0.271713,0.926503,0.542035,0.40708,0.62439,0.897981,0.906716,0.767337,0.695804,0.965665,0.419048,0.419048,0.700231,0.445673,0.668478,0.663302,0.784058,0.7,0.577778,0.311475,0.763083,0.872024,0.704272,0.730159,0.496599,0.830808,0.726073,0.79932,0.775485,0.793548,0.931752,0.931488,0.966667,0.927171,0.422239,0.719298,0.953725,0.706556,0.40625,0.560811,0.509434,1,0.813748,0.671296,0.621302,0.990961,0.786885,0.517971,0.920266,0.846136,0.94991,0.995633,0.666667,0.365642,0.912364,0.952814,0.6,0.943253,0.606811,0.69606,0.79098,0.263752,0.930667,0.8,0.741667,0.927935,0.648214,0.525705,0.58245,0.653445,0.762524,0.818391,0.954593,0.861952,0.603453,0.405941
SMO-C-1.0-RBF-G-30,0.273342,0.821826,0.542035,0.391277,0.604878,0.884648,0.906716,0.755548,0.695804,0.932897,0.419048,0.419048,0.700231,0.488151,0.654891,0.663043,0.647274,0.702,0.577778,0.306011,0.719308,0.860119,0.682243,0.732804,0.494898,0.742424,0.598146,0.714448,0.583245,0.793548,0.933987,0.65812,0.966667,0.522215,0.422239,0.649123,0.971479,0.666529,0.40625,0.547297,0.471698,0.592593,0.65169,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.10261,0.954696,0.89209,0.666667,0.365501,0.780241,0.947186,0.6,0.963945,0.606811,0.69606,0.533654,0.265007,0.911552,0.795539,0.525,0.928699,0.647619,0.525705,0.576159,0.653445,0.66132,0.818391,0.983838,0.3384,0.599217,0.405941
SMO-C-1.0-RBF-G-4,0.270831,0.910913,0.542035,0.38917,0.619512,0.897829,0.906716,0.770111,0.695804,0.965938,0.419048,0.419048,0.700231,0.459606,0.665761,0.663302,0.773913,0.701,0.577778,0.311475,0.757564,0.872024,0.705162,0.732804,0.430272,0.820347,0.732516,0.782313,0.762963,0.793548,0.931866,0.92579,0.96,0.794803,0.422239,0.719298,0.961185,0.708351,0.40625,0.560811,0.632075,0.997685,0.800307,0.671296,0.621302,0.527778,0.634661,0.517971,0.608466,0.780003,0.951763,0.995178,0.666667,0.365501,0.780241,0.95974,0.6,0.946434,0.606811,0.696105,0.728938,0.263543,0.930988,0.794123,0.733929,0.928699,0.649405,0.525705,0.602649,0.653445,0.766013,0.818391,0.966667,0.860029,0.605602,0.405941
SMO-C-1.0-RBF-G-40,0.274701,0.805122,0.542035,0.396755,0.6,0.886705,0.906716,0.755316,0.695804,0.920295,0.419048,0.419048,0.700231,0.481428,0.654891,0.663043,0.622498,0.702,0.577778,0.306011,0.700273,0.841979,0.645305,0.732337,0.471089,0.742424,0.573314,0.694202,0.566667,0.793548,0.934252,0.65812,0.953333,0.522215,0.422239,0.649123,0.96475,0.664182,0.40625,0.547297,0.471698,0.592593,0.69278,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.102135,0.955331,0.842726,0.666667,0.365361,0.780241,0.939827,0.6,0.965005,0.606811,0.69606,0.533654,0.265007,0.900337,0.795539,0.525,0.930481,0.65,0.525705,0.550615,0.653445,0.622706,0.818391,0.974747,0.3384,0.596939,0.405941
SMO-C-1.0-RBF-G-5,0.274671,0.905345,0.542035,0.37737,0.614634,0.897829,0.906716,0.771845,0.695804,0.965665,0.419048,0.419048,0.700231,0.467106,0.665761,0.663043,0.771015,0.702,0.577778,0.311475,0.752852,0.868906,0.71028,0.73436,0.396258,0.803391,0.722929,0.785714,0.752557,0.793548,0.932131,0.906119,0.953333,0.523929,0.422239,0.702589,0.96454,0.688889,0.40625,0.560811,0.632075,0.997685,0.610599,0.671296,0.621302,0.527778,0.514442,0.517971,0.59784,0.693391,0.952276,0.994814,0.666667,0.36522,0.918974,0.961905,0.6,0.948834,0.606656,0.695971,0.675366,0.265007,0.932069,0.788989,0.708929,0.927425,0.65,0.525705,0.609903,0.653445,0.758921,0.818391,0.974747,0.859686,0.608074,0.405941
SMO-C-1.0-RBF-G-50,0.272684,0.800668,0.542035,0.396755,0.570964,0.888838,0.906716,0.757975,0.695804,0.907487,0.419048,0.419048,0.700231,0.477968,0.652174,0.663043,0.613803,0.702,0.577778,0.306011,0.681672,0.818452,0.634179,0.729069,0.464286,0.742424,0.567343,0.676871,0.565785,0.793548,0.933722,0.65812,0.946667,0.522215,0.422239,0.649123,0.954224,0.665977,0.40625,0.547297,0.471698,0.592593,0.69278,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.102135,0.955687,0.800322,0.666667,0.365361,0.780241,0.937229,0.6,0.96527,0.606811,0.69606,0.533654,0.265007,0.893181,0.795539,0.525,0.930481,0.65,0.525705,0.56386,0.653445,0.583192,0.818391,0.964694,0.3384,0.588885,0.405941
SMO-C-1.0-RBF-G-6,0.275114,0.894209,0.542035,0.376949,0.614634,0.897676,0.906716,0.769539,0.695804,0.964235,0.419048,0.419048,0.700231,0.472214,0.665761,0.663043,0.768116,0.702,0.577778,0.311475,0.751364,0.872733,0.710503,0.734049,0.403061,0.787518,0.710671,0.782313,0.72522,0.793548,0.932131,0.895401,0.96,0.522215,0.422239,0.686717,0.968125,0.680607,0.40625,0.560811,0.632075,0.953042,0.601383,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.497348,0.953216,0.993814,0.666667,0.36522,0.780241,0.961472,0.6,0.951181,0.606811,0.69606,0.642399,0.265007,0.931971,0.782971,0.701786,0.925897,0.649405,0.525705,0.602649,0.653445,0.758302,0.818391,0.977778,0.853914,0.605731,0.405941
SMO-C-1.0-RBF-G-7,0.27441,0.891982,0.542035,0.392962,0.614634,0.893105,0.906716,0.763985,0.695804,0.961373,0.419048,0.419048,0.700231,0.477225,0.663043,0.663043,0.766736,0.702,0.577778,0.311475,0.752604,0.872024,0.710725,0.734049,0.414966,0.779221,0.699984,0.77551,0.733862,0.793548,0.932877,0.892416,0.96,0.522215,0.422239,0.685046,0.970379,0.678399,0.40625,0.560811,0.632075,0.592593,0.679339,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.364523,0.953773,0.992176,0.666667,0.365642,0.920062,0.961039,0.6,0.952747,0.606811,0.69606,0.619048,0.265007,0.930181,0.776067,0.698214,0.927935,0.65,0.525705,0.609903,0.653445,0.751717,0.818391,0.979798,0.836067,0.606405,0.405941
SMO-C-1.0-RBF-G-8,0.273503,0.885142,0.542035,0.388116,0.614634,0.887314,0.906716,0.762136,0.695804,0.961373,0.419048,0.419048,0.700231,0.480587,0.663043,0.663043,0.762319,0.702,0.577778,0.311475,0.753906,0.88081,0.710057,0.734049,0.421768,0.779221,0.689926,0.775672,0.729629,0.793548,0.932952,0.889296,0.96,0.522215,0.422239,0.684211,0.972114,0.674948,0.40625,0.560811,0.632075,0.592593,0.676651,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.271123,0.954826,0.990448,0.666667,0.365361,0.780241,0.960606,0.6,0.954931,0.606811,0.69606,0.600962,0.265007,0.931102,0.782439,0.680357,0.925643,0.65119,0.525705,0.609272,0.653445,0.752505,0.818391,0.982828,0.789476,0.602619,0.405941
SMO-C-1.0-RBF-G-9,0.273223,0.884187,0.542035,0.387063,0.614634,0.884952,0.906716,0.762136,0.695804,0.957082,0.419048,0.419048,0.700231,0.483399,0.663043,0.663043,0.756522,0.702,0.577778,0.308743,0.755208,0.880952,0.714953,0.732804,0.42687,0.769841,0.678454,0.771947,0.70776,0.793548,0.932965,0.886718,0.96,0.522215,0.422239,0.684211,0.972866,0.673292,0.40625,0.560811,0.632075,0.592593,0.675883,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.209736,0.954321,0.989048,0.666667,0.36508,0.780241,0.95974,0.6,0.957355,0.606811,0.696208,0.590201,0.265007,0.930025,0.795362,0.679762,0.928953,0.650595,0.525705,0.622517,0.653445,0.752786,0.818391,0.985859,0.705,0.600532,0.405941
SMO-C-10-Polynomial-E-1.0,0.258559,0.993318,0.670354,0.818584,0.760744,0.916495,0.942537,0.769417,0.686314,0.967096,0.67619,0.695238,0.934717,0.500953,0.808877,0.735507,0.846377,0.754524,0.831481,0.95082,0.77381,0.877834,0.627948,0.715997,0.552721,0.641414,0.839855,0.843375,0.840741,0.838403,0.942547,0.883191,0.953651,0.968368,0.438801,0.859649,0.849655,0.681987,0.40625,0.85843,0.933962,0.75,0.83871,0.671296,0.586095,1,0.934426,1,0.930445,0.982206,0.946455,0.983044,0.677778,0.412137,0.871436,0.941929,0.466667,0.96479,0.72092,0.747968,0.793269,0.923865,0.92276,0.797132,0.7625,0.853476,0.658929,0.932303,0.556291,0.983299,0.794382,0.96092,0.894949,0.86301,0.585355,0.960396
SMO-C-100-Polynomial-E-1.0,0.261614,0.994432,0.657501,0.818584,0.765854,0.916038,0.942537,0.770342,0.688145,0.968526,0.67619,0.695238,0.939649,0.501762,0.805512,0.735507,0.850725,0.755857,0.831481,0.95082,0.778646,0.858135,0.649978,0.715686,0.515306,0.667388,0.844728,0.827016,0.843033,0.82642,0.964008,0.888753,0.96,0.969843,0.422239,0.842105,0.854645,0.699931,0.40625,0.817568,0.933962,0.75,0.83871,0.671296,0.581009,1,0.934426,1,0.930413,0.980605,0.959124,0.980999,0.677778,0.396404,0.869984,0.95671,0.371428,0.969676,0.718266,0.7477,0.759844,0.925259,0.93045,0.788812,0.7,0.860454,0.625,0.932303,0.554714,0.983299,0.806091,0.965517,0.928235,0.863276,0.583654,0.960396
SMO-C-2-Polynomial-E-1.0,0.254158,0.98669,0.694901,0.818584,0.736817,0.878629,0.942537,0.783981,0.687979,0.9673,0.67619,0.695238,0.927441,0.489218,0.82117,0.741977,0.847826,0.750762,0.824074,0.95082,0.773686,0.876984,0.595238,0.71911,0.591837,0.586219,0.84237,0.816327,0.834039,0.864516,0.937434,0.886176,0.973016,0.967519,0.431,0.859649,0.835752,0.58882,0.40625,0.864221,0.933962,0.737544,0.83871,0.661155,0.586095,1,0.934426,1,0.930706,0.983978,0.940504,0.980873,0.677778,0.456665,0.870793,0.93391,0.574603,0.944087,0.707651,0.749859,0.778846,0.936693,0.913497,0.798372,0.75,0.90401,0.7,0.932617,0.5503,0.983299,0.760666,0.963437,0.793795,0.86599,0.584842,0.960396
SMO-C-20-Polynomial-E-1.0,0.259288,0.995546,0.664138,0.818584,0.770732,0.916648,0.942537,0.769417,0.686647,0.967096,0.67619,0.695238,0.935075,0.500953,0.798913,0.735507,0.849275,0.755048,0.831481,0.95082,0.77598,0.878259,0.622608,0.715686,0.515306,0.659452,0.841584,0.834143,0.847972,0.845161,0.946434,0.883191,0.96,0.969635,0.439022,0.842105,0.852667,0.702968,0.40625,0.848777,0.933962,0.75,0.83871,0.671296,0.585799,1,0.934426,1,0.930585,0.981351,0.952242,0.981493,0.677778,0.406659,0.872006,0.948629,0.371428,0.96801,0.717087,0.748459,0.769231,0.923865,0.927707,0.806514,0.7125,0.860708,0.656548,0.932303,0.555345,0.983299,0.808511,0.959885,0.915152,0.863467,0.584264,0.960396
SMO-C-3-Polynomial-E-1.0,0.257761,0.988864,0.696587,0.818584,0.747038,0.875581,0.942537,0.781553,0.688478,0.967096,0.67619,0.695238,0.926643,0.491708,0.820005,0.733696,0.847826,0.749952,0.82963,0.95082,0.774802,0.875,0.6077,0.718798,0.561225,0.629509,0.831683,0.819728,0.833509,0.864209,0.937699,0.877764,0.973016,0.96664,0.43716,0.859649,0.839376,0.625121,0.40625,0.851351,0.933962,0.75,0.83871,0.671296,0.585235,1,0.934426,1,0.930559,0.982757,0.939808,0.981801,0.678307,0.433909,0.872428,0.936776,0.533333,0.950967,0.713548,0.749672,0.788691,0.925399,0.915329,0.802974,0.724405,0.872676,0.7,0.932303,0.549038,0.983299,0.775358,0.963218,0.844829,0.865419,0.583173,0.960396
SMO-C-30-Polynomial-E-1.0,0.260018,0.994432,0.657501,0.818584,0.765854,0.916114,0.942537,0.771845,0.687146,0.968526,0.67619,0.695238,0.937032,0.500953,0.802277,0.735507,0.847826,0.75581,0.831481,0.95082,0.7766,0.877976,0.658879,0.716931,0.530612,0.680375,0.841427,0.82977,0.847619,0.838403,0.950487,0.883191,0.96635,0.970215,0.422239,0.842105,0.852457,0.697999,0.40625,0.844595,0.933962,0.75,0.837174,0.671296,0.586644,1,0.934426,1,0.930548,0.98097,0.9548,0.981662,0.677778,0.401882,0.87154,0.951226,0.371428,0.968452,0.717529,0.748146,0.764194,0.922401,0.928297,0.799257,0.700595,0.861765,0.638095,0.932303,0.556922,0.983299,0.812507,0.962452,0.92102,0.863267,0.585387,0.960396
SMO-C-4-Polynomial-E-1.0,0.257419,0.989978,0.678255,0.818584,0.776307,0.887086,0.942537,0.776583,0.684649,0.967096,0.67619,0.695238,0.927414,0.494617,0.817935,0.732919,0.847826,0.750286,0.831481,0.95082,0.776786,0.872166,0.613262,0.720666,0.581633,0.638889,0.835141,0.829446,0.833509,0.845806,0.938216,0.877629,0.960635,0.968025,0.434663,0.859649,0.84301,0.642098,0.40625,0.85489,0.933962,0.715829,0.83871,0.632716,0.566404,1,0.934426,1,0.930714,0.982028,0.940487,0.981965,0.678307,0.415789,0.871816,0.937662,0.533333,0.95815,0.719298,0.750067,0.788462,0.921007,0.917151,0.803505,0.747024,0.866056,0.675,0.932303,0.549984,0.983299,0.776089,0.965517,0.860125,0.863762,0.587954,0.960396
SMO-C-40-Polynomial-E-1.0,0.261899,0.994432,0.657501,0.818584,0.770732,0.916343,0.942537,0.76699,0.687646,0.968526,0.67619,0.695238,0.935874,0.501115,0.80603,0.735507,0.850725,0.755762,0.831481,0.95082,0.777282,0.863095,0.663328,0.716153,0.511905,0.660895,0.844885,0.823777,0.844444,0.83871,0.952116,0.883191,0.966667,0.970052,0.422239,0.842105,0.854414,0.69579,0.40625,0.831081,0.933962,0.75,0.83871,0.671296,0.584108,1,0.934426,1,0.930567,0.981139,0.955774,0.981623,0.677778,0.396123,0.871478,0.951948,0.371428,0.969386,0.717381,0.748149,0.757326,0.922401,0.929622,0.806514,0.7,0.856124,0.65,0.932303,0.554714,0.983299,0.805978,0.963218,0.927562,0.863952,0.584938,0.960396
SMO-C-5-Polynomial-E-1.0,0.259117,0.992205,0.672566,0.818584,0.765854,0.912457,0.942537,0.776699,0.679987,0.967096,0.67619,0.695238,0.928379,0.496654,0.815217,0.736413,0.847826,0.751952,0.831481,0.95082,0.776104,0.872166,0.616822,0.717242,0.566327,0.648268,0.83797,0.829932,0.837566,0.838387,0.939024,0.877493,0.966667,0.969962,0.438012,0.842105,0.845236,0.653692,0.40625,0.851351,0.933962,0.75,0.83871,0.671296,0.58611,1,0.934426,1,0.930519,0.982732,0.942088,0.982429,0.677778,0.416631,0.872162,0.939394,0.533333,0.960688,0.720035,0.748593,0.788462,0.922401,0.919034,0.789166,0.749405,0.866029,0.675,0.932303,0.549984,0.983299,0.78532,0.965408,0.869986,0.863248,0.585131,0.960396
SMO-C-50-Polynomial-E-1.0,0.261922,0.994432,0.657501,0.818584,0.770732,0.915886,0.942537,0.76699,0.687479,0.968458,0.67619,0.695238,0.93874,0.500565,0.800854,0.735507,0.850725,0.755857,0.831481,0.95082,0.777282,0.860686,0.658434,0.715686,0.494898,0.670996,0.844728,0.824911,0.844091,0.845161,0.954414,0.882648,0.966667,0.969471,0.422239,0.842105,0.854198,0.698551,0.40625,0.824324,0.933962,0.75,0.83871,0.671296,0.584108,1,0.934426,1,0.930541,0.981147,0.956505,0.981237,0.677778,0.394578,0.870646,0.953701,0.371428,0.969777,0.717087,0.748012,0.759615,0.923865,0.930108,0.805983,0.725,0.85154,0.65,0.932303,0.553453,0.983299,0.811607,0.965517,0.932275,0.864076,0.58574,0.960396
